,predictions,target
1665,0.0,1
1666,1.0,1
1667,0.0,0
1668,0.0,0
1669,0.0,1
1670,1.0,1
1671,0.0,0
1672,1.0,1
1673,1.0,1
1674,0.0,0
1675,0.0,0
1676,0.0,0
1677,0.0,0
1678,0.0,0
1679,0.0,0
1680,1.0,1
1681,1.0,1
1682,0.0,0
1683,0.0,0
1684,0.0,0
1685,0.0,0
1686,1.0,1
1687,0.0,0
1688,0.0,0
1689,0.0,0
1690,0.0,1
1691,1.0,1
1692,0.0,1
1693,0.0,0
1694,1.0,1
1695,1.0,1
1696,1.0,1
1697,0.0,1
1698,0.0,1
1699,1.0,1
1700,1.0,0
1701,0.0,0
1702,1.0,1
1703,0.0,0
1704,1.0,1
1705,0.0,0
1706,0.0,0
1707,1.0,0
1708,0.0,1
1709,0.0,0
1710,1.0,1
1711,1.0,1
1712,0.0,0
1713,1.0,1
1714,1.0,1
1715,1.0,0
1716,1.0,1
1717,1.0,1
1718,0.0,0
1719,1.0,1
1720,0.0,0
1721,0.0,0
1722,0.0,0
1723,0.0,0
1724,1.0,1
1725,1.0,1
1726,1.0,0
1727,1.0,1
1728,0.0,0
1729,0.0,0
1730,0.0,0
1731,1.0,1
1732,0.0,1
1733,0.0,0
1734,1.0,1
1735,0.0,0
1736,0.0,0
1737,0.0,0
1738,0.0,0
1739,0.0,0
1740,1.0,1
1741,1.0,1
1742,0.0,0
1743,1.0,1
1744,0.0,0
1745,0.0,0
1746,0.0,0
1747,1.0,1
1748,0.0,0
1749,1.0,1
1750,0.0,0
1751,1.0,1
1752,0.0,1
1753,1.0,0
1754,1.0,1
1755,1.0,1
1756,1.0,0
1757,1.0,1
1758,1.0,0
1759,0.0,0
1760,1.0,1
1761,0.0,0
1762,0.0,0
1763,0.0,0
1764,1.0,1
1765,1.0,1
1766,0.0,0
1767,0.0,0
1768,1.0,1
1769,1.0,1
1770,0.0,0
1771,1.0,1
1772,0.0,0
1773,0.0,0
1774,1.0,1
1775,0.0,0
1776,0.0,0
1777,1.0,0
1778,1.0,0
1779,0.0,0
1780,1.0,1
1781,0.0,0
1782,0.0,0
1783,1.0,1
1784,0.0,0
1785,1.0,1
1786,0.0,0
1787,0.0,0
1788,1.0,1
1789,0.0,0
1790,0.0,0
1791,1.0,1
1792,1.0,1
1793,0.0,0
1794,1.0,1
1795,0.0,0
1796,1.0,1
1797,1.0,0
1798,0.0,1
1799,1.0,1
1800,0.0,0
1801,0.0,0
1802,1.0,1
1803,0.0,0
1804,0.0,0
1805,0.0,0
1806,1.0,1
1807,0.0,0
1808,0.0,0
1809,0.0,0
1810,1.0,1
1811,0.0,0
1812,0.0,0
1813,0.0,0
1814,0.0,1
1815,0.0,1
1816,1.0,1
1817,0.0,0
1818,0.0,0
1819,0.0,0
1820,0.0,0
1821,1.0,1
1822,0.0,0
1823,0.0,1
1824,1.0,1
1825,0.0,0
1826,0.0,0
1827,0.0,0
1828,0.0,0
1829,1.0,1
1830,1.0,1
1831,1.0,1
1832,0.0,0
1833,0.0,0
1834,1.0,1
1835,1.0,1
1836,1.0,1
1837,1.0,0
1838,1.0,1
1839,0.0,1
1840,0.0,0
1841,0.0,0
1842,0.0,0
1843,0.0,0
1844,0.0,0
1845,0.0,0
1846,1.0,0
1847,1.0,1
1848,1.0,1
1849,0.0,0
1850,0.0,0
1851,1.0,1
1852,0.0,0
1853,0.0,0
1854,0.0,0
1855,0.0,0
1856,1.0,1
1857,0.0,1
1858,0.0,1
1859,0.0,0
1860,0.0,1
1861,1.0,1
1862,1.0,1
1863,1.0,1
1864,1.0,1
1865,1.0,1
1866,0.0,0
1867,0.0,0
1868,0.0,0
1869,1.0,1
1870,0.0,1
1871,0.0,0
1872,0.0,0
1873,0.0,0
1874,0.0,0
1875,0.0,0
1876,1.0,1
1877,0.0,0
1878,1.0,1
1879,0.0,0
1880,1.0,1
1881,0.0,0
1882,1.0,1
1883,1.0,1
1884,0.0,0
1885,1.0,1
1886,1.0,1
1887,0.0,1
1888,0.0,0
1889,1.0,0
1890,1.0,0
1891,1.0,1
1892,1.0,1
1893,1.0,1
1894,0.0,1
1895,1.0,1
1896,1.0,1
1897,1.0,1
1898,1.0,0
1899,0.0,0
1900,0.0,0
1901,0.0,0
1902,0.0,1
1903,0.0,0
1904,0.0,0
1905,0.0,1
1906,1.0,0
1907,0.0,0
1908,1.0,1
1909,1.0,1
1910,1.0,1
1911,0.0,0
1912,1.0,1
1913,0.0,0
1914,1.0,1
1915,1.0,1
1916,1.0,1
1917,1.0,1
1918,0.0,1
1919,1.0,1
1920,0.0,0
1921,1.0,1
1922,1.0,1
1923,1.0,1
1924,0.0,1
1925,0.0,0
1926,0.0,0
1927,1.0,1
1928,0.0,0
1929,0.0,0
1930,0.0,0
1931,0.0,0
1932,1.0,1
1933,1.0,1
1934,0.0,0
1935,0.0,1
1936,0.0,0
1937,1.0,1
1938,1.0,1
1939,0.0,1
1940,0.0,0
1941,0.0,0
1942,1.0,1
1943,0.0,1
1944,1.0,1
1945,0.0,0
1946,1.0,0
1947,0.0,0
1948,1.0,1
1949,0.0,1
1950,1.0,0
1951,0.0,0
1952,0.0,0
1953,1.0,1
1954,1.0,1
1955,1.0,0
1956,0.0,0
1957,1.0,0
1958,1.0,1
1959,1.0,1
1960,1.0,1
1961,1.0,0
1962,1.0,0
1963,1.0,0
1964,0.0,0
1965,1.0,0
1966,1.0,1
1967,0.0,0
1968,1.0,1
1969,1.0,0
1970,0.0,0
1971,1.0,0
1972,1.0,1
1973,1.0,0
1974,0.0,1
1975,1.0,0
1976,1.0,0
1977,1.0,1
1978,0.0,0
1979,0.0,0
1980,1.0,1
1981,1.0,1
1982,1.0,1
1983,1.0,1
1984,0.0,0
1985,1.0,0
1986,0.0,0
1987,1.0,1
1988,0.0,0
1989,0.0,0
1990,1.0,0
1991,1.0,1
1992,1.0,1
1993,0.0,0
1994,1.0,1
1995,0.0,0
1996,1.0,1
1997,1.0,1
1998,1.0,1
1999,1.0,1
2000,1.0,1
2001,1.0,1
2002,1.0,1
2003,1.0,0
2004,1.0,1
2005,1.0,1
2006,0.0,1
2007,0.0,1
2008,1.0,0
2009,1.0,0
2010,0.0,0
2011,1.0,1
2012,1.0,0
2013,1.0,0
2014,1.0,0
2015,1.0,1
2016,1.0,0
2017,1.0,1
2018,1.0,0
2019,0.0,0
2020,1.0,1
2021,1.0,1
2022,0.0,0
2023,1.0,1
2024,0.0,0
2025,1.0,1
2026,1.0,1
2027,1.0,1
2028,0.0,1
2029,0.0,0
2030,1.0,1
2031,1.0,0
2032,1.0,0
2033,1.0,0
2034,1.0,0
2035,1.0,1
2036,1.0,1
2037,1.0,1
2038,0.0,0
2039,1.0,0
2040,1.0,1
2041,1.0,1
2042,1.0,1
2043,1.0,1
2044,1.0,1
2045,1.0,0
2046,1.0,1
2047,1.0,1
2048,0.0,0
2049,0.0,0
2050,1.0,1
2051,0.0,0
2052,1.0,1
2053,1.0,1
2054,1.0,0
2055,1.0,1
2056,1.0,1
2057,1.0,0
2058,1.0,0
2059,1.0,1
2060,1.0,0
2061,1.0,0
2062,1.0,1
2063,1.0,1
2064,1.0,1
2065,1.0,0
2066,0.0,0
2067,1.0,1
2068,1.0,1
2069,1.0,0
2070,0.0,0
2071,1.0,1
2072,1.0,1
2073,1.0,0
2074,1.0,1
2075,1.0,0
2076,1.0,0
2077,1.0,0
2078,1.0,0
2079,1.0,1
2080,1.0,0
2081,1.0,1
2082,1.0,1
2083,1.0,1
2084,0.0,1
2085,1.0,0
2086,1.0,1
2087,0.0,1
2088,1.0,1
2089,1.0,0
2090,1.0,1
2091,0.0,0
2092,0.0,0
2093,1.0,1
2094,1.0,0
2095,0.0,0
2096,1.0,1
2097,1.0,1
2098,1.0,1
2099,1.0,0
2100,0.0,0
2101,1.0,1
2102,1.0,1
2103,1.0,0
2104,1.0,0
2105,1.0,1
2106,1.0,0
2107,1.0,0
2108,1.0,0
2109,1.0,0
2110,1.0,1
2111,1.0,1
2112,1.0,1
2113,1.0,1
2114,1.0,1
2115,1.0,0
2116,1.0,0
2117,1.0,1
2118,1.0,1
2119,1.0,0
2120,1.0,0
2121,1.0,1
2122,1.0,1
2123,1.0,0
2124,1.0,1
2125,1.0,0
2126,1.0,0
2127,1.0,1
2128,1.0,0
2129,1.0,1
2130,1.0,0
2131,1.0,1
2132,1.0,1
2133,1.0,0
2134,0.0,0
2135,1.0,1
2136,1.0,1
2137,1.0,1
2138,0.0,1
2139,1.0,0
2140,1.0,1
2141,1.0,0
2142,1.0,1
2143,1.0,1
2144,1.0,1
2145,1.0,0
2146,1.0,1
2147,0.0,0
2148,1.0,0
2149,0.0,0
2150,1.0,0
2151,0.0,0
2152,1.0,1
2153,0.0,0
2154,1.0,1
2155,1.0,0
2156,1.0,0
2157,1.0,0
2158,1.0,1
2159,1.0,0
2160,1.0,0
2161,1.0,1
2162,1.0,0
2163,1.0,0
2164,1.0,0
2165,1.0,0
2166,1.0,1
2167,1.0,0
2168,1.0,1
2169,1.0,1
2170,1.0,0
2171,1.0,1
2172,1.0,1
2173,1.0,1
2174,1.0,0
2175,1.0,1
2176,1.0,0
2177,1.0,1
2178,1.0,1
2179,1.0,1
2180,1.0,1
2181,1.0,0
2182,1.0,0
2183,1.0,1
2184,1.0,0
2185,1.0,1
2186,1.0,0
2187,1.0,0
2188,1.0,0
2189,1.0,1
2190,1.0,1
2191,1.0,0
2192,0.0,1
2193,1.0,1
2194,1.0,1
2195,1.0,0
2196,1.0,0
2197,1.0,1
2198,1.0,0
2199,1.0,1
2200,1.0,1
2201,1.0,1
2202,1.0,1
2203,1.0,1
2204,1.0,0
2205,1.0,0
2206,1.0,1
2207,1.0,1
2208,1.0,0
2209,1.0,1
2210,1.0,0
2211,1.0,1
2212,1.0,0
2213,1.0,1
2214,1.0,1
2215,0.0,0
2216,1.0,0
2217,1.0,0
2218,1.0,1
2219,1.0,0
2220,0.0,0
2221,1.0,0
2222,1.0,0
2223,1.0,0
2224,1.0,0
2225,0.0,0
2226,1.0,1
2227,1.0,1
2228,1.0,1
2229,1.0,1
2230,1.0,1
2231,1.0,1
2232,1.0,0
2233,1.0,1
2234,1.0,1
2235,1.0,0
2236,1.0,1
2237,1.0,0
2238,1.0,1
2239,1.0,1
2240,1.0,1
2241,1.0,1
2242,1.0,1
2243,1.0,0
2244,1.0,0
2245,1.0,1
2246,1.0,0
2247,1.0,1
2248,1.0,1
2249,1.0,1
2250,0.0,0
2251,1.0,0
2252,1.0,0
2253,1.0,1
2254,1.0,0
2255,0.0,0
2256,1.0,1
2257,1.0,1
2258,1.0,1
2259,1.0,0
2260,0.0,0
2261,1.0,1
2262,1.0,0
2263,0.0,0
2264,1.0,1
2265,1.0,1
2266,1.0,0
2267,1.0,1
2268,1.0,1
2269,0.0,1
2270,0.0,0
2271,1.0,1
2272,1.0,1
2273,1.0,0
2274,1.0,1
2275,1.0,0
2276,1.0,0
2277,1.0,1
2278,1.0,1
2279,0.0,0
2280,0.0,0
2281,1.0,1
2282,1.0,1
2283,1.0,1
2284,1.0,1
2285,1.0,0
2286,1.0,1
2287,1.0,0
2288,1.0,1
2289,1.0,1
2290,1.0,0
2291,1.0,1
2292,1.0,1
2293,0.0,0
2294,1.0,1
2295,1.0,0
2296,0.0,0
2297,1.0,1
2298,1.0,1
2299,1.0,1
2300,1.0,0
2301,1.0,1
2302,1.0,1
2303,1.0,1
2304,1.0,0
2305,1.0,1
2306,0.0,0
2307,1.0,1
2308,1.0,0
2309,1.0,0
2310,1.0,0
2311,1.0,1
2312,1.0,0
2313,1.0,1
2314,1.0,0
2315,1.0,0
2316,1.0,1
2317,1.0,1
2318,0.0,0
2319,1.0,0
2320,1.0,1
2321,1.0,0
2322,1.0,0
2323,0.0,0
2324,0.0,0
2325,1.0,0
2326,1.0,1
2327,1.0,0
2328,1.0,0
2329,1.0,1
2330,1.0,1
2331,0.0,0
2332,0.0,0
2333,1.0,0
2334,0.0,0
2335,0.0,0
2336,1.0,0
2337,0.0,0
2338,1.0,0
2339,1.0,1
2340,1.0,1
2341,0.0,0
2342,0.0,0
2343,1.0,0
2344,1.0,1
2345,1.0,1
2346,1.0,1
2347,1.0,1
2348,1.0,1
2349,1.0,1
2350,1.0,1
2351,0.0,1
2352,1.0,0
2353,1.0,0
2354,1.0,1
2355,1.0,0
2356,1.0,1
2357,0.0,0
2358,1.0,1
2359,1.0,1
2360,1.0,0
2361,1.0,0
2362,1.0,0
2363,1.0,1
2364,1.0,1
2365,1.0,1
2366,1.0,1
2367,1.0,1
2368,1.0,1
2369,1.0,1
2370,1.0,1
2371,1.0,0
2372,1.0,0
2373,1.0,0
2374,1.0,1
2375,1.0,1
2376,1.0,1
2377,1.0,1
2378,1.0,0
2379,1.0,0
2380,1.0,1
2381,0.0,0
2382,1.0,0
2383,1.0,0
2384,1.0,0
2385,1.0,0
2386,1.0,1
2387,1.0,0
2388,1.0,1
2389,1.0,1
2390,1.0,0
2391,1.0,1
2392,1.0,0
2393,1.0,0
2394,1.0,0
2395,1.0,0
2396,1.0,1
2397,1.0,1
2398,1.0,1
2399,1.0,1
2400,1.0,1
2401,1.0,1
2402,1.0,0
2403,1.0,1
2404,1.0,0
2405,1.0,1
2406,1.0,1
2407,1.0,0
2408,1.0,1
2409,0.0,0
2410,0.0,0
2411,1.0,1
2412,1.0,0
2413,0.0,0
2414,0.0,0
2415,1.0,0
2416,0.0,0
2417,1.0,1
2418,1.0,0
2419,0.0,0
2420,0.0,0
2421,1.0,0
2422,1.0,0
2423,0.0,0
2424,0.0,1
2425,1.0,0
2426,1.0,1
2427,1.0,1
2428,0.0,0
2429,1.0,1
2430,1.0,1
2431,1.0,1
2432,1.0,1
2433,1.0,1
2434,1.0,1
2435,1.0,0
2436,1.0,1
2437,1.0,0
2438,1.0,0
2439,1.0,0
2440,1.0,0
2441,1.0,1
2442,1.0,1
2443,1.0,0
2444,1.0,1
2445,1.0,1
2446,1.0,1
2447,0.0,0
2448,1.0,0
2449,1.0,1
2450,1.0,0
2451,1.0,0
2452,1.0,0
2453,1.0,1
2454,1.0,1
2455,1.0,1
2456,1.0,1
2457,1.0,1
2458,1.0,1
2459,1.0,0
2460,1.0,0
2461,1.0,0
2462,1.0,1
2463,1.0,1
2464,1.0,1
2465,1.0,0
2466,0.0,0
2467,1.0,1
2468,1.0,1
2469,1.0,0
2470,1.0,0
2471,0.0,0
2472,1.0,1
2473,1.0,0
2474,1.0,1
2475,1.0,1
2476,1.0,1
2477,1.0,0
2478,1.0,1
2479,1.0,0
2480,1.0,0
2481,1.0,1
2482,1.0,0
2483,1.0,0
2484,1.0,0
2485,1.0,1
2486,1.0,0
2487,0.0,0
2488,1.0,0
2489,1.0,1
2490,1.0,0
2491,1.0,0
2492,1.0,0
2493,1.0,1
2494,1.0,1
2495,0.0,0
2496,1.0,1
2497,1.0,1
2498,1.0,1
2499,1.0,0
2500,1.0,1
2501,1.0,1
2502,1.0,1
2503,1.0,1
2504,1.0,0
2505,1.0,0
2506,1.0,0
2507,1.0,0
2508,1.0,1
2509,1.0,0
2510,1.0,0
2511,1.0,1
2512,1.0,1
2513,1.0,1
2514,1.0,0
2515,1.0,0
2516,1.0,0
2517,0.0,0
2518,0.0,1
2519,1.0,1
2520,1.0,1
2521,1.0,1
2522,1.0,0
2523,1.0,0
2524,1.0,1
2525,1.0,0
2526,1.0,1
2527,0.0,0
2528,1.0,1
2529,1.0,1
2530,1.0,0
2531,0.0,0
2532,1.0,0
2533,1.0,0
2534,1.0,0
2535,1.0,0
2536,1.0,0
2537,1.0,0
2538,0.0,0
2539,1.0,0
2540,1.0,0
2541,1.0,0
2542,1.0,0
2543,1.0,0
2544,1.0,0
2545,1.0,1
2546,1.0,0
2547,1.0,0
2548,1.0,0
2549,1.0,1
2550,1.0,0
2551,1.0,1
2552,1.0,0
2553,1.0,0
2554,1.0,0
2555,1.0,1
2556,1.0,0
2557,1.0,1
2558,1.0,0
2559,0.0,0
2560,1.0,0
2561,1.0,1
2562,0.0,0
2563,1.0,0
2564,1.0,1
2565,1.0,0
2566,1.0,1
2567,1.0,1
2568,1.0,1
2569,1.0,0
2570,1.0,1
2571,1.0,1
2572,1.0,0
2573,1.0,0
2574,1.0,0
2575,1.0,1
2576,1.0,0
2577,1.0,0
2578,1.0,0
2579,1.0,1
2580,1.0,0
2581,0.0,0
2582,0.0,0
2583,1.0,0
2584,1.0,0
2585,1.0,0
2586,1.0,1
2587,1.0,0
2588,1.0,0
2589,0.0,0
2590,1.0,0
2591,1.0,0
2592,1.0,0
2593,1.0,0
2594,1.0,1
2595,1.0,1
2596,1.0,0
2597,1.0,1
2598,1.0,0
2599,1.0,1
2600,1.0,0
2601,1.0,1
2602,1.0,1
2603,1.0,1
2604,1.0,1
2605,0.0,0
2606,1.0,1
2607,0.0,0
2608,1.0,1
2609,1.0,1
2610,1.0,0
2611,1.0,1
2612,1.0,1
2613,1.0,0
2614,0.0,0
2615,1.0,1
2616,1.0,1
2617,0.0,0
2618,1.0,1
2619,1.0,1
2620,1.0,1
2621,0.0,0
2622,1.0,1
2623,0.0,0
2624,1.0,1
2625,1.0,1
2626,0.0,0
2627,1.0,1
2628,1.0,1
2629,1.0,1
2630,1.0,1
2631,0.0,0
2632,1.0,0
2633,1.0,1
2634,0.0,0
2635,1.0,1
2636,0.0,0
2637,1.0,0
2638,0.0,0
2639,1.0,0
2640,1.0,1
2641,1.0,1
2642,1.0,1
2643,1.0,0
2644,1.0,0
2645,1.0,1
2646,1.0,1
2647,1.0,1
2648,1.0,0
2649,0.0,0
2650,1.0,1
2651,1.0,1
2652,0.0,1
2653,1.0,0
2654,1.0,0
2655,0.0,0
2656,1.0,1
2657,1.0,0
2658,1.0,1
2659,1.0,0
2660,1.0,1
2661,1.0,0
2662,1.0,1
2663,1.0,0
2664,1.0,0
2665,1.0,0
2666,1.0,1
2667,1.0,1
2668,1.0,0
2669,1.0,1
2670,0.0,0
2671,1.0,1
2672,1.0,1
2673,1.0,1
2674,1.0,1
2675,1.0,1
2676,1.0,0
2677,1.0,1
2678,1.0,0
2679,1.0,1
2680,1.0,1
2681,1.0,1
2682,1.0,0
2683,0.0,0
2684,1.0,0
2685,1.0,1
2686,1.0,0
2687,1.0,1
2688,1.0,1
2689,0.0,0
2690,1.0,1
2691,1.0,0
2692,1.0,1
2693,1.0,0
2694,1.0,1
2695,1.0,1
2696,1.0,1
2697,1.0,0
2698,1.0,0
2699,1.0,1
2700,1.0,1
2701,1.0,1
2702,1.0,0
2703,1.0,0
2704,0.0,0
2705,1.0,1
2706,1.0,1
2707,1.0,0
2708,1.0,1
2709,1.0,1
2710,1.0,1
2711,1.0,1
2712,1.0,0
2713,1.0,1
2714,1.0,1
2715,1.0,1
2716,1.0,1
2717,1.0,1
2718,0.0,0
2719,1.0,1
2720,1.0,1
2721,1.0,1
2722,1.0,1
2723,1.0,0
2724,1.0,1
2725,1.0,0
2726,0.0,0
2727,1.0,1
2728,1.0,1
2729,1.0,0
2730,0.0,0
2731,1.0,1
2732,1.0,1
2733,1.0,1
2734,1.0,1
2735,1.0,1
2736,0.0,0
2737,1.0,0
2738,1.0,0
2739,1.0,0
2740,1.0,0
2741,1.0,1
2742,1.0,1
2743,1.0,1
2744,1.0,0
2745,1.0,1
2746,1.0,1
2747,1.0,1
2748,1.0,1
2749,1.0,1
2750,1.0,1
2751,1.0,1
2752,1.0,0
2753,0.0,0
2754,1.0,1
2755,1.0,0
2756,1.0,0
2757,1.0,0
2758,1.0,0
2759,1.0,1
2760,1.0,1
2761,1.0,1
2762,1.0,1
2763,1.0,1
2764,1.0,0
2765,0.0,1
2766,0.0,1
2767,1.0,1
2768,0.0,0
2769,1.0,1
2770,1.0,0
2771,1.0,1
2772,1.0,1
2773,1.0,1
2774,1.0,1
2775,1.0,1
2776,0.0,0
2777,1.0,0
2778,1.0,1
2779,1.0,0
2780,1.0,1
2781,1.0,1
2782,1.0,1
2783,1.0,0
2784,0.0,0
2785,0.0,0
2786,1.0,1
2787,1.0,0
2788,1.0,1
2789,1.0,1
2790,1.0,1
2791,1.0,1
2792,1.0,0
2793,1.0,0
2794,1.0,1
2795,0.0,0
2796,1.0,1
2797,1.0,0
2798,1.0,0
2799,0.0,0
2800,1.0,0
2801,1.0,0
2802,1.0,0
2803,1.0,0
2804,1.0,0
2805,1.0,0
2806,1.0,1
2807,1.0,0
2808,1.0,1
2809,1.0,1
2810,1.0,1
2811,1.0,1
2812,1.0,0
2813,0.0,0
2814,1.0,0
2815,1.0,1
2816,1.0,1
2817,1.0,0
2818,0.0,0
2819,1.0,0
2820,1.0,0
2821,1.0,0
2822,1.0,1
2823,1.0,1
2824,1.0,1
2825,1.0,0
2826,0.0,0
2827,1.0,0
2828,1.0,0
2829,1.0,1
2830,1.0,1
2831,1.0,1
2832,1.0,1
2833,1.0,1
2834,1.0,0
2835,1.0,0
2836,1.0,1
2837,1.0,1
2838,1.0,1
2839,1.0,1
2840,1.0,1
2841,1.0,0
2842,1.0,1
2843,1.0,0
2844,1.0,0
2845,1.0,1
2846,1.0,1
2847,1.0,1
2848,1.0,0
2849,1.0,1
2850,1.0,0
2851,1.0,0
2852,1.0,1
2853,1.0,1
2854,1.0,1
2855,1.0,1
2856,1.0,1
2857,1.0,0
2858,0.0,0
2859,1.0,0
2860,0.0,0
2861,0.0,0
2862,1.0,1
2863,1.0,0
2864,1.0,1
2865,1.0,0
2866,1.0,0
2867,1.0,0
2868,1.0,1
2869,1.0,0
2870,1.0,1
2871,1.0,1
2872,1.0,1
2873,1.0,0
2874,1.0,0
2875,0.0,0
2876,1.0,0
2877,1.0,1
2878,0.0,0
2879,1.0,0
2880,1.0,0
2881,0.0,0
2882,1.0,0
2883,1.0,0
2884,0.0,0
2885,1.0,0
2886,1.0,1
2887,1.0,1
2888,1.0,0
2889,1.0,1
2890,1.0,0
2891,1.0,0
2892,1.0,0
2893,1.0,1
2894,1.0,0
2895,1.0,0
2896,1.0,0
2897,1.0,1
2898,1.0,1
2899,1.0,0
2900,1.0,0
2901,1.0,0
2902,0.0,0
2903,1.0,0
2904,1.0,0
2905,1.0,1
2906,1.0,1
2907,1.0,1
2908,1.0,0
2909,1.0,1
2910,1.0,0
2911,1.0,0
2912,1.0,1
2913,1.0,0
2914,1.0,1
2915,1.0,1
2916,1.0,0
2917,1.0,0
2918,1.0,0
2919,1.0,1
2920,1.0,0
2921,1.0,0
2922,0.0,0
2923,1.0,0
2924,1.0,1
2925,1.0,1
2926,0.0,0
2927,0.0,0
2928,1.0,0
2929,1.0,1
2930,1.0,1
2931,1.0,1
2932,1.0,0
2933,1.0,1
2934,1.0,1
2935,0.0,0
2936,1.0,0
2937,1.0,0
2938,1.0,1
2939,0.0,1
2940,0.0,0
2941,1.0,1
2942,1.0,1
2943,1.0,1
2944,1.0,0
2945,1.0,1
2946,1.0,0
2947,1.0,0
2948,1.0,1
2949,1.0,1
2950,1.0,1
2951,1.0,0
2952,1.0,0
2953,1.0,1
2954,1.0,0
2955,1.0,0
2956,0.0,0
2957,1.0,0
2958,1.0,0
2959,1.0,1
2960,1.0,1
2961,1.0,1
2962,1.0,1
2963,1.0,1
2964,1.0,1
2965,1.0,1
2966,0.0,0
2967,1.0,1
2968,1.0,1
2969,0.0,0
2970,1.0,1
2971,0.0,0
2972,1.0,1
2973,1.0,1
2974,0.0,0
2975,1.0,0
2976,1.0,1
2977,0.0,0
2978,1.0,1
2979,1.0,0
2980,1.0,1
2981,1.0,0
2982,0.0,0
2983,0.0,0
2984,1.0,1
2985,1.0,0
2986,1.0,0
2987,1.0,1
2988,0.0,0
2989,1.0,0
2990,1.0,0
2991,1.0,1
2992,1.0,0
2993,1.0,1
2994,1.0,1
2995,1.0,1
2996,1.0,1
2997,1.0,1
2998,1.0,1
2999,1.0,1
3000,1.0,1
3001,0.0,0
3002,1.0,1
3003,1.0,1
3004,1.0,1
3005,1.0,1
3006,1.0,1
3007,1.0,1
3008,0.0,0
3009,1.0,1
3010,1.0,1
3011,1.0,0
3012,1.0,1
3013,1.0,1
3014,1.0,1
3015,1.0,0
3016,1.0,1
3017,1.0,1
3018,1.0,0
3019,0.0,0
3020,1.0,1
3021,0.0,0
3022,1.0,1
3023,1.0,1
3024,1.0,1
3025,1.0,0
3026,1.0,0
3027,1.0,1
3028,1.0,1
3029,1.0,0
3030,1.0,0
3031,1.0,1
3032,1.0,0
3033,1.0,0
3034,1.0,1
3035,1.0,0
3036,1.0,1
3037,1.0,1
3038,1.0,1
3039,1.0,0
3040,1.0,0
3041,1.0,1
3042,1.0,1
3043,1.0,1
3044,1.0,0
3045,0.0,0
3046,1.0,0
3047,1.0,0
3048,1.0,1
3049,1.0,0
3050,1.0,1
3051,1.0,0
3052,1.0,0
3053,0.0,0
3054,1.0,1
3055,1.0,1
3056,1.0,0
3057,1.0,0
3058,1.0,1
3059,1.0,0
3060,0.0,0
3061,1.0,0
3062,1.0,0
3063,1.0,0
3064,1.0,0
3065,1.0,1
3066,0.0,0
3067,1.0,1
3068,1.0,0
3069,1.0,0
3070,1.0,0
3071,1.0,0
3072,1.0,0
3073,1.0,1
3074,1.0,1
3075,1.0,1
3076,1.0,1
3077,1.0,0
3078,1.0,0
3079,1.0,0
3080,1.0,1
3081,1.0,0
3082,1.0,1
3083,1.0,0
3084,1.0,1
3085,1.0,1
3086,1.0,0
3087,0.0,1
3088,1.0,1
3089,1.0,0
3090,1.0,1
3091,1.0,0
3092,1.0,1
3093,1.0,0
3094,1.0,0
3095,1.0,0
3096,1.0,0
3097,1.0,1
3098,1.0,1
3099,1.0,1
3100,1.0,1
3101,1.0,1
3102,1.0,0
3103,1.0,1
3104,0.0,0
3105,1.0,0
3106,0.0,0
3107,1.0,0
3108,0.0,0
3109,1.0,0
3110,1.0,1
3111,1.0,1
3112,1.0,1
3113,1.0,1
3114,1.0,0
3115,1.0,1
3116,0.0,0
3117,0.0,0
3118,1.0,0
3119,1.0,0
3120,1.0,1
3121,1.0,1
3122,1.0,1
3123,1.0,1
3124,1.0,1
3125,1.0,0
3126,1.0,1
3127,1.0,1
3128,1.0,0
3129,0.0,0
3130,0.0,0
3131,0.0,0
3132,0.0,0
3133,1.0,1
3134,1.0,1
3135,1.0,1
3136,1.0,1
3137,1.0,1
3138,1.0,1
3139,1.0,1
3140,1.0,0
3141,1.0,1
3142,0.0,1
3143,1.0,1
3144,0.0,0
3145,1.0,1
3146,1.0,1
3147,1.0,1
3148,1.0,1
3149,1.0,0
3150,1.0,0
3151,0.0,0
3152,1.0,0
3153,1.0,0
3154,1.0,1
3155,1.0,1
3156,0.0,0
3157,1.0,0
3158,1.0,0
3159,0.0,0
3160,1.0,1
3161,1.0,0
3162,0.0,0
3163,0.0,0
3164,1.0,1
3165,1.0,0
3166,1.0,1
3167,0.0,0
3168,1.0,1
3169,1.0,0
3170,1.0,0
3171,1.0,1
3172,1.0,1
3173,0.0,1
3174,1.0,1
3175,0.0,0
3176,1.0,1
3177,1.0,1
3178,0.0,0
3179,0.0,0
3180,1.0,0
3181,0.0,0
3182,1.0,1
3183,1.0,0
3184,1.0,1
3185,0.0,0
3186,0.0,0
3187,0.0,0
3188,0.0,0
3189,1.0,1
3190,1.0,1
3191,0.0,0
3192,1.0,1
3193,1.0,0
3194,1.0,0
3195,1.0,1
3196,0.0,0
3197,1.0,0
3198,1.0,1
3199,0.0,1
3200,1.0,1
3201,0.0,0
3202,0.0,0
3203,1.0,1
3204,1.0,1
3205,1.0,1
3206,1.0,1
3207,0.0,0
3208,0.0,0
3209,1.0,1
3210,1.0,0
3211,1.0,0
3212,0.0,0
3213,1.0,1
3214,0.0,0
3215,1.0,1
3216,1.0,0
3217,0.0,0
3218,0.0,1
